name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J174042.3-534028,NGC 6397-DP2,265.175875,-53.6746389,,CV,UG/CV:;CV:;UG/DQ:;CataclyV;*|CV*|Em*|X,2005JAD....11....2D;2005JAD....11....2D;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.998535,265.1763413,-53.674664,0.71,0.71,0.7439,0.71,,,1,|NGC_6397,338.1650127996451,-11.96018371404549,
2CXO J174042.6-534019,NGC 6397-CV3,265.177,-53.6715,,CV,UG/DQ:;*|CV*|Em*|V*|X,2005JAD....11....2D;SIMBAD,2.603904,265.1777747,-53.6720591,0.71,0.71,84.78,0.71,,,1,|NGC_6397,338.1677535941477,-11.959620548514623,
2CXO J174042.9-281809X,SLX 1737-282,265.17916667,-28.30330556,,LMXB,B;LMXB;LXB|N*?|X|gam,2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,2.960007,265.1788128,-28.3025447,1.615,1.615,0.0,1.615,,,1,|GalacticCenter|CSCconfused,359.9735850772018,1.2487263868282628,
2CXO J174044.1-534039,NGC 6397-U13,265.1835417,-53.6776667,,CV,CV;CV*|Em*|X,2005JAD....11....2D;SIMBAD,0.548457,265.183766,-53.6775922,0.712,0.711,178.1,0.712,,,1,|NGC_6397,338.1646602987938,-11.965456090638376,
2CXO J174045.7-534041,NGC 6397-U11,265.1905833,-53.6783333,,CV,CV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.627547,265.1908328,-53.6782408,0.713,0.713,132.2,0.713,,,1,|NGC_6397,338.16621903446463,-11.969407886961106,
2CXO J174046.0-280147,CPD-27 5698,265.1916667,-28.0300833,,LM-STAR,F5;A2/3III;*|IR|V*|X,1939AnBos...5E...1W;1982MSS...C03....0H;SIMBAD,0.378961,265.1917073,-28.0299843,0.742,0.73,170.7,0.742,,,4,|GalacticCenter,0.2108553283502073,1.383451829697699,
2CXO J174047.8-534128,NGC 6397-U60,265.19925,-53.6910278,,CV,CV;CV*|Em*|X,2005JAD....11....2D;SIMBAD,0.793767,265.19931,-53.6912454,0.76,0.736,161.7,0.76,,,1,|NGC_6397,338.1572530545597,-11.980242840143672,
2CXO J174052.8-534121,NGC 6397-U7,265.2200417,-53.6894167,,CV,CV;CV*|Em*|X,2005JAD....11....2D;SIMBAD,0.381448,265.2202206,-53.6894188,0.713,0.711,101.9,0.713,,,1,|NGC_6397,338.1651797797175,-11.990067895311794,
2CXO J174118.7-534920,HD 160133,265.3285833,-53.8223056,,LM-STAR,K0III;*|IR,1975MSS...C01....0H;SIMBAD,0.784941,265.3282802,-53.8224302,0.891,0.877,142.6,0.891,,,4,|NGC_6397,338.07968456521894,-12.111652585483812,
2CXO J174142.3-275830,J1741-2758,265.426667,-27.975,1.0,CV,NL;CataclyV;*|CV*|EB*|EB?|X,2003A&A...404..301R;2020RNAAS...4..219J;SIMBAD,1.360567,265.4262998,-27.9751941,1.633,1.233,84.48,2.5819932222993924,,,1,|GalacticCenter,0.3669184082297887,1.236615270517511,
2CXO J174148.7-281143,CPD-28 5766,265.4530833,-28.1953611,,LM-STAR,A2;*|IR,1939AnBos...5E...1W;SIMBAD,0.299415,265.4531672,-28.1953991,0.942,0.884,96.97,0.942,,,4,|GalacticCenter,0.1923631110602788,1.1002509107105904,
2CXO J174241.1-302237,CXO J174241.0-302238,265.6709,-30.3772,,LMXB,LMXB;Rad,2018ApJS..235....4O;SIMBAD,1.49479,265.6713205,-30.3769979,0.764,0.749,148.7,0.764,,,1,|GalacticCenter,358.43868125459176,-0.2114224453409763,
2CXO J174301.2-362222,XTE J1743-363,265.7555,-36.3728,,HMXB,HMXB;*|HXB|IR|MIR|X|gam,2018ApJS..235....4O;SIMBAD,0.307025,265.7553941,-36.3728028,0.79,0.753,19.39,0.79,,,1,|GalacticCenter,353.3700555050609,-3.420186878175276,
2CXO J174308.4-274439,OGLE-BLG-DN-88,265.7847499999999,-27.74411111111112,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.856772,265.7850102,-27.744171,2.298,1.698,50.16,2.298,,,1,|GalacticCenter,0.7303915447441212,1.08867257443471,
2CXO J174311.1-271622,CXOGBS J174311.1-271621,265.7964166666666,-27.27272222222222,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,0.877136,265.7963284,-27.2729529,2.398,1.707,174.7,2.398,,,1,|GalacticCenter,1.136749997906901,1.3276155086628767,
2CXO J174337.6-261642,CXOGBS J174337.7-261643,265.90716666666657,-26.278116666666666,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,1.441683,265.9070555,-26.2785045,3.644,2.55,104.1,3.644,,,1,|Palomar_6|GalacticCenter,2.0355835519562007,1.765096865680752,
2CXO J174347.2-314025,HD 318207,265.946875,-31.6736944,,LM-STAR,G5;*|IR|V*|X,1949AnHar.112....1C;SIMBAD,0.314693,265.9467959,-31.6736386,0.727,0.724,28.0,0.727,,,4,|GalacticCenter,357.45925009590417,-1.0933845182010482,
2CXO J174356.4+275250,B2 1741+27,265.985,27.880556,,AGN,Q;*|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.626713,265.9851676,27.8806474,0.71,0.71,74.42,0.71,,,4,,52.41107629655539,26.205042281226863,
2CXO J174403.7-312306,CXOGBS J174403.7-312305,266.0156666666667,-31.38475,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,1.523723,266.0155443,-31.3851602,3.654,2.424,1.887,3.654,,,1,|GalacticCenter,357.7357183682974,-0.9921705452670148,
2CXO J174426.3-271925,CXOGBS J174426.3-271925,266.1096791666667,-27.323916666666666,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.828791,266.1099312,-27.3238632,1.389,1.193,111.4,1.389,,,1,|GalacticCenter,1.2394423735535016,1.0635861909411553,
2CXO J174429.4-113454,J1744-1134,266.12252412125,-11.581855905555557,8e-05,NS,HE[aaa+09f];Psr|Rad|gam,2005AJ....129.1993M;SIMBAD,0.25436,266.122503,-11.5819235,0.712,0.711,87.63,0.7122246836497594,,,1,,14.793807425075013,9.179708467886307,
2CXO J174444.7-260330,J1744-2603,266.186667,-26.058333,1.0,CV,DN;**|CV*|X,2003A&A...404..301R;SIMBAD,0.715771,266.1865896,-26.0585193,1.354,1.145,120.7,2.415225869354665,,,1,|GalacticCenter,2.3544391798374398,1.6663172620127311,
2CXO J174530.0-290704,CPD-29 4865,266.375,-29.1178611,,LM-STAR,F8;*|IR|X,1939AnBos...5E...1W;SIMBAD,0.103198,266.3750231,-29.1178814,0.714,0.713,144.8,0.714,,,4,|GalacticCenter,359.8312663653828,-0.0723304507731004,
2CXO J174531.4-285716,2MASS J17453147-2857167,266.3811667,-28.9546389,,HM-STAR,O4/6I;*|Em*|EmO|X|s*b,2010ApJ...725..188M;SIMBAD,0.188213,266.3811155,-28.9546659,0.77,0.758,29.56,0.77,,,4,|GalacticCenter,359.9733342002658,0.0081954001609203,
2CXO J174532.0-284715,HD 161231,266.383625,-28.7876111,,LM-STAR,G8III;*|IR|X,1982MSS...C03....0H;SIMBAD,0.229931,266.3835673,-28.7875721,0.781,0.738,29.36,0.781,,,4,|GalacticCenter,0.117057722853949,0.0934509981122702,
2CXO J174532.7-290552,J1745-2905,266.38625,-29.097778,,CV,NL;AM;CataclyV;CV*|X,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.177339,266.3865993,-29.0978954,0.717,0.713,117.4,0.717,,,1,|GalacticCenter,359.85359463419496,-0.0705454702844083,
2CXO J174535.6-290133,J1745-2901,266.39875,-29.026111,1.0,LMXB,XT;X,2003A&A...404..301R;SIMBAD,0.744241,266.3985139,-29.0261003,0.71,0.71,103.7,2.122286502807762,,,1,|GalacticCenter,359.9202978418133,-0.0420203167291334,
2CXO J174536.7-290107,1A 1742-289,266.40416667,-29.01861111,,LMXB,"T, B, E, R;X",2007A&A...469..807L;SIMBAD,2.887254,266.4032623,-29.0187446,0.809,0.756,83.21,0.809,,,1,|GalacticCenter,359.9287395975532,-0.0417315054006014,
2CXO J174537.3-282427,CPD-28 5827,266.4055833,-28.4074722,,LM-STAR,F8;F3V;X,1939AnBos...5E...1W;1982MSS...C03....0H;SIMBAD,0.374451,266.4054947,-28.4075411,0.778,0.727,18.51,0.778,,,4,|GalacticCenter,0.4514473676481622,0.2750522813012047,
2CXO J174537.9-290134,2MASS J17453798-2901345,266.40825,-29.02625,,HM-STAR,O4/6I;*|Em*|EmO|IR|X|s*b,2010ApJ...725..188M;SIMBAD,0.168573,266.408257,-29.0262036,0.718,0.716,57.33,0.718,,,4,|GalacticCenter,359.9246486013964,-0.0493456771149599,
2CXO J174539.7-290029,KGE 5,266.4158333,-29.0081944,,HM-STAR,;WCLd?;WCLd?;?;WC9;WN8;WCLd?;IR|WR*,2001NewAR..45..135V;2006A&A...458..453V;2006A&A...458..453V;2006A&A...458..453V;2006A&A...458..453V;2006A&A...458..453V;2006A&A...458..453V;SIMBAD,0.296501,266.4157613,-29.0082474,0.71,0.71,0.0,0.71,,,2,|GalacticCenter,359.9433943027194,-0.0455922768219969,
2CXO J174539.8-290022,WR 101f,266.41605417,-29.00614167,,HM-STAR,WC9;*,2006A&A...458..453V;SIMBAD,0.467751,266.4159767,-29.0062525,0.713,0.713,0.0,0.713,,,4,|GalacticCenter,359.945195260124,-0.0447138307924618,
2CXO J174540.0-290028,KGE 9,266.416875,-29.0076111,,HM-STAR,;B0/2V;*,2001NewAR..45..135V;2006ApJ...643.1011P;SIMBAD,0.684913,266.4168434,-29.0077993,0.71,0.71,119.0,0.71,,,2,|GalacticCenter,359.9442697961371,-0.0461666359907078,
2CXO J174540.4-290036,WR 101of,266.41862917,-29.010075,,HM-STAR,WC9;*|IR|WR*,2006A&A...458..453V;SIMBAD,0.068679,266.4186144,-29.010061,0.717,0.714,77.67,0.717,,,4,|GalacticCenter,359.9431460568858,-0.0486669027757729,
2CXO J174540.9-290014,2E 1742.5-2858,266.42066667,-29.00394444,,LMXB,;X,2007A&A...469..807L;SIMBAD,0.278838,266.4207552,-29.0039432,0.71,0.71,126.7,0.71,,,1,|GalacticCenter,359.9493435380446,-0.0470781659319226,
2CXO J174543.9-290456,CD-29 13941,266.433,-29.0823889,,LM-STAR,F8;*|IR|X|gam,1939AnBos...5E...1W;SIMBAD,0.101556,266.4330292,-29.0824009,0.713,0.712,106.3,0.713,,,4,|GalacticCenter,359.8879584496347,-0.097104493608052,
2CXO J174549.7-284925,WR 102aa,266.45733333,-28.82388889,,HM-STAR,WN9+OB?;X,2006A&A...458..453V;SIMBAD,0.362481,266.4572197,-28.8238737,0.75,0.739,60.61,0.75,,,4,|GalacticCenter,0.1196897127329892,0.0194503070199394,
2CXO J174550.4-284919,WR 102aj,266.46029167,-28.82208333,,HM-STAR,WN9+OB?;*,2006A&A...458..453V;SIMBAD,0.173304,266.4602369,-28.8220791,0.713,0.711,179.4,0.713,,,4,|GalacticCenter,0.1225981685020132,0.0181277759553312,
2CXO J174550.4-284922,WR 102ah,266.46008333,-28.82286111,,HM-STAR,WN9+OB?;X,2006A&A...458..453V;SIMBAD,0.232984,266.4600148,-28.8228369,0.711,0.711,15.6,0.711,,,4,|GalacticCenter,0.1218498656443847,0.0178993742339056,
2CXO J174550.6-285919,WR 102b,266.46094167,-28.98878056,,HM-STAR,WN6;Em*|EmO|IR|WR*|X,2006A&A...458..453V;SIMBAD,0.259698,266.4608622,-28.9887611,0.752,0.732,46.84,0.752,,,4,|GalacticCenter,359.9805728984422,-0.0691191112434279,
2CXO J174552.8-290321,1E 1742.7-2902,266.47041667,-29.05611111,,LMXB,;LXB|X|gam,2007A&A...469..807L;SIMBAD,1.174569,266.4700448,-29.056083,0.773,0.773,0.0,0.773,,,1,|GalacticCenter,359.9272731568987,-0.1110220516981829,
2CXO J174553.1-284408,,266.471375,-28.73573889,,LM-STAR,Mg_b;X,2020AJ....160..120J;SIMBAD,0.231779,266.4713495,-28.7356785,0.944,0.863,69.53,0.944,,,4,|GalacticCenter,0.2014380957010065,0.0547911120512928,
2CXO J174556.5-285736,CPD-28 5829,266.4856667,-28.9601667,,LM-STAR,A2;*,1939AnBos...5E...1W;SIMBAD,0.271158,266.4856059,-28.9601134,0.913,0.913,0.0,0.913,,,4,|GalacticCenter,0.0163013500502838,-0.072689691711245,
2CXO J174603.0-285640,CPD-28 5835,266.5124583,-28.9447222,,LM-STAR,A0;*|IR,1939AnBos...5E...1W;SIMBAD,0.305468,266.5125534,-28.9447059,0.829,0.824,61.13,0.829,,,4,|GalacticCenter,0.0417283502049141,-0.084808280645922,
2CXO J174603.4-285015,J1746-2849,266.51398900000004,-28.837051388888888,0.002,NS,;X,2005AJ....129.1993M;SIMBAD,2.354492,266.5142464,-28.8376653,0.74,0.725,117.9,0.7453858061433689,,,1,|GalacticCenter,0.1339137897678107,-0.0303863991814667,
2CXO J174605.2-293053,1A 1742-294,266.52167083,-29.51480556,,LMXB,B;LMXB;LXB|N*?|X|gam,2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.281418,266.5217099,-29.514876,0.728,0.718,86.19,0.728,,,1,|GalacticCenter,359.5589331126266,-0.3882404262448642,
2CXO J174607.5-285951,RX J1746.1-2859,266.5313333333333,-28.99758333333333,,CV,CataclyV;*|CV*|X,2020RNAAS...4..219J;SIMBAD,0.27968,266.5314221,-28.9975803,0.71,0.71,3.565,0.71,,,1,|GalacticCenter,0.0051577316026095,-0.1264111115412699,
2CXO J174614.8-284927,LHO 116,266.5615,-28.8244167,,LM-STAR,M1I/II;*,2009A&A...494.1137L;SIMBAD,0.625707,266.5616899,-28.8243665,0.993,0.862,102.4,0.993,,,4,|GalacticCenter,0.1668882289772899,-0.0589696324341036,
2CXO J174615.5-321400,H1743-322,266.564875,-32.23363889,,LMXB,"T, U, M, R;LMXB;BH?|HX?|LXB|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.501087,266.5649925,-32.2335414,0.711,0.71,1.344,0.711,,,1,|GalacticCenter,357.25511262333606,-1.8329576606775109,
2CXO J174615.8-284945,WR 102ha,266.56618333,-28.82951944,,HM-STAR,WCLd+OB;*|HII|IR|WR*|X,2006A&A...458..453V;SIMBAD,0.708677,266.5660361,-28.8293707,0.762,0.757,85.53,0.762,,,4,|GalacticCenter,0.164592999634229,-0.0648238556776286,
2CXO J174625.4-263134,CXOGBS J174625.3-263133,266.6062916666666,-26.526416666666663,,CV,CataclyV;**|CV*|X,2020RNAAS...4..219J;SIMBAD,1.429807,266.6058511,-26.5263685,2.435,1.386,59.25,2.435,,,1,|GalacticCenter,2.1506694684680867,1.1018044652282724,
2CXO J174638.0-285325,CV-A,266.65841666666665,-28.89061111111111,,CV,CataclyV;X,2020RNAAS...4..219J;SIMBAD,0.360588,266.6583385,-28.8905379,0.713,0.711,169.7,0.713,,,1,|GalacticCenter,0.1543277415792661,-0.165674907743261,
2CXO J174639.0-285351,CPD-28 5839,266.6628333,-28.8976944,,LM-STAR,F0;*|IR|Pu*|X,1939AnBos...5E...1W;SIMBAD,0.147782,266.6627905,-28.8976777,0.711,0.711,170.7,0.711,,,4,|GalacticCenter,0.1502493304222327,-0.1727131044630636,
2CXO J174703.5-292356,CPD-29 4883,266.7649167,-29.39925,,LM-STAR,F;*|IR,1939AnBos...5E...1W;SIMBAD,0.449591,266.7648429,-29.3991429,0.923,0.871,171.7,0.923,,,4,|GalacticCenter,359.7677777272314,-0.5090644447910616,
2CXO J174715.8-295801,J1747-2958,266.81617500000004,-29.966944444444444,0.7,NS,;Rad,2005AJ....129.1993M;SIMBAD,1.000421,266.8158572,-29.9669821,0.71,0.71,98.36,1.8177183500201564,,,1,|GalacticCenter,359.3050514770023,-0.8412095061414169,
2CXO J174716.1-281048,XMMU J174716.0-281045,266.817375,-28.18005556,,LMXB,"T?, B;LXB|X|XB*|gam",2007A&A...469..807L;SIMBAD,0.193842,266.8173329,-28.1800165,0.721,0.719,61.35,0.721,,,1,|GalacticCenter,0.8342606387219871,0.0834093804961616,
2CXO J174718.0-272038,IGR J17473-2721,266.82533333,-27.34408333,,LMXB,T;LMXB;LXB|X|XB*|gam,2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.617559,266.8251564,-27.3441521,0.744,0.715,8.102,0.744,,,1,|GalacticCenter,1.5528240513156577,0.5104926310682562,
2CXO J174725.8-300001,SLX 1744-299,266.8578,-30.0004,,LMXB,LMXB;LXB|N*?|X|gam,2018ApJS..235....4O;SIMBAD,0.193958,266.8577865,-30.0004526,0.71,0.71,163.8,0.71,,,1,|GalacticCenter,359.2952206804733,-0.8896102709280722,
2CXO J174748.5-283505,[RHI84] 10- 632,266.9524167,-28.5847778,,LM-STAR,M6;*|IR,1984AnTok..19..469R;SIMBAD,0.234113,266.9524785,-28.584742,0.949,0.838,11.21,0.949,,,4,|GalacticCenter,0.5495110477852045,-0.2278106727304567,
2CXO J174803.5-244649,Terzan 5 - W10,267.01475,-24.7803333,,CV,CV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.670927,267.0148674,-24.7804862,0.711,0.71,63.4,0.711,,,1,|Terzan_5|GalacticCenter,3.835749214953248,1.6902285830463988,
2CXO J174804.0-244640,Terzan 5 - W9,267.0169167,-24.7779167,,CV,CV;CataclyV;X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.510753,267.0170651,-24.777961,0.711,0.71,55.25,0.711,,,1,|Terzan_5|GalacticCenter,3.838943295589168,1.689822619925625,
2CXO J174804.2-244642,Terzan 5 - W7,267.0175417,-24.77825,,CV,CV;CataclyV;X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.831759,267.017642,-24.7784623,0.711,0.71,10.97,0.711,,,1,|Terzan_5|GalacticCenter,3.838784137562976,1.6891152677159316,
2CXO J174804.3-244703,Terzan 5 - W6,267.0182083,-24.7843611,,CV,CV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.262074,267.0182712,-24.7844063,0.711,0.71,86.37,0.711,,,1,|Terzan_5|GalacticCenter,3.833985474005737,1.6855585464458276,
2CXO J174804.4-244638,Terzan 5 - W5,267.0183333,-24.77725,,CV,CV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.363521,267.018377,-24.7773429,0.71,0.71,0.0,0.71,,,1,|Terzan_5|GalacticCenter,3.8400879140148185,1.6891213207301108,
2CXO J174804.5-244634,J1748-2446C,267.01891666666666,-24.776666666666667,4.0,NS,;LX?|Psr|Rad|X,2005AJ....129.1993M;SIMBAD,1.639119,267.0191431,-24.7762604,0.716,0.715,12.86,4.063576749613572,,,1,|Terzan_5|GalacticCenter,3.8413746506013418,1.6890841317554588,
2CXO J174804.8-244649,J1748-2446,267.02,-24.780278,2.0,LMXB,XT;NIR,2003A&A...404..301R;SIMBAD,0.324236,267.0200924,-24.7803107,1.226,1.226,,3.082705954190246,,,1,|Terzan_5|GalacticCenter,3.8383487673700087,1.6862557433650995,
2CXO J174805.2-244647,EXO 1745-248,267.02165,-24.77983333,,LMXB,"T, G, B, D;LX?|LXB|Rad|X|gam",2007A&A...469..807L;SIMBAD,0.428546,267.0217581,-24.7799007,0.71,0.71,21.62,0.71,,,1,|Terzan_5|GalacticCenter,3.839480858653927,1.6851719017167868,
2CXO J174817.0-280749,J1748-2807,267.070417,-28.130556,1.0,CV,NL;CataclyV;CV*|X,2003A&A...404..301R;2020RNAAS...4..219J;SIMBAD,1.792322,267.0709579,-28.1304135,9.226,5.538,139.8,9.440290037917269,,,1,|GalacticCenter,0.9923647334217556,-0.0823218988815261,
2CXO J174820.3-302835,CPD-30 4907,267.0850833,-30.4765833,,LM-STAR,F8;*|V*|X,1939AnBos...5E...1W;SIMBAD,0.509241,267.084931,-30.476636,0.753,0.736,55.86,0.753,,,4,|GalacticCenter,358.9888833766035,-1.3036777809421658,
2CXO J174839.2-202809,OGLE-BLG-DN-140,267.1634583333333,-20.468944444444443,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.837839,267.1633862,-20.4691671,1.938,1.474,48.03,1.938,,,1,|NGC_6440|GalacticCenter,7.607822253350431,3.790670392031911,
2CXO J174839.2-360622,OGLE-BLG-DN-141,267.1635,-36.10627777777778,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.279379,267.1634907,-36.106355,1.79,1.79,0.0,1.79,,,1,|GalacticCenter,354.18759664789064,-4.254104972635461,
2CXO J174841.8-270522,CPD-27 5781,267.17425,-27.0896111,,LM-STAR,F8;*,1939AnBos...5E...1W;SIMBAD,0.138975,267.1742104,-27.0895954,0.859,0.827,90.77,0.859,,,4,|GalacticCenter,1.9311739204548743,0.3762857064229439,
2CXO J174851.9-202146,NGC 6440-CX8,267.216625,-20.3629444,,CV,CV:;CV*|X,2005JAD....11....2D;SIMBAD,0.240722,267.216558,-20.3629674,0.722,0.72,160.2,0.722,,,1,|NGC_6440|GalacticCenter,7.724812573351348,3.8022828756179807,
2CXO J174852.1-202132,J1748-2021#1,267.2175,-20.358889,1.0,LMXB,"XT;T, G, A, B;LXB|Psr|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,0.76746,267.2173142,-20.3590119,0.714,0.711,93.2,2.123628027692232,,,1,|NGC_6440|GalacticCenter,7.728581382066975,3.803699617995649,
2CXO J174852.3-202134,NGC 6440-CX15,267.2179583,-20.3595278,,CV,CV:;CV*|X,2005JAD....11....2D;SIMBAD,0.209951,267.2179438,-20.3595845,0.724,0.722,15.66,0.724,,,1,|NGC_6440|GalacticCenter,7.728391428723793,3.8028993904423074,
2CXO J174852.7-202124,J1748-2021#2,267.22,-20.356667,1.0,LMXB,XT;GlC,2003A&A...404..301R;SIMBAD,1.076776,267.2197676,-20.356872,1.226,1.226,,2.345863593647337,,,1,|NGC_6440|GalacticCenter,7.731603967236849,3.802819811699867,
2CXO J174852.7-202141,NGC 6440-CX16,267.2197083,-20.3615556,,CV,CV:;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.264492,267.2197625,-20.3616087,0.734,0.726,122.0,0.734,,,1,|NGC_6440|GalacticCenter,7.727524061414259,3.800398264361771,
2CXO J174852.8-202133,NGC 6440-CX6,267.2202083,-20.3593333,,CV,CV/LMXB;CV:;CataclyV;CataclyV;CV*|X,2005JAD....11....2D;2005JAD....11....2D;2020RNAAS...4..219J;2020RNAAS...4..219J;SIMBAD,0.392561,267.2202101,-20.3594423,0.711,0.711,122.1,0.711,,,1,|NGC_6440|GalacticCenter,7.729604310637582,3.80114723720552,
2CXO J174852.9-202138,J1748-2021B,267.2206370833334,-20.360794444444444,0.19,NS_BIN,;Psr,2005AJ....129.1993M;SIMBAD,0.586253,267.2205235,-20.3606712,0.712,0.712,108.2,1.1255860695655395,,,1,|NGC_6440|GalacticCenter,7.728697242138828,3.800265552768938,
2CXO J174852.9-202139,NGC 6440-CX9,267.2205833,-20.361,,CV,CV:;CV*|X,2005JAD....11....2D;SIMBAD,0.299437,267.2206513,-20.3610535,0.73,0.725,145.0,0.73,,,1,|NGC_6440|GalacticCenter,7.728429641840953,3.7999668663769017,
2CXO J174853.3-202141,NGC 6440-CX4,267.2221667,-20.3615833,,CV,CV/LMXB;CV:;CataclyV;CV*|X,2005JAD....11....2D;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.243095,267.2221223,-20.3616364,0.712,0.712,24.1,0.712,,,1,|NGC_6440|GalacticCenter,7.728635640924028,3.7984838271933943,
2CXO J174941.7-291656,CPD-29 4908,267.424125,-29.2825278,,LM-STAR,F0;*|IR|X,1939AnBos...5E...1W;SIMBAD,0.287278,267.4240619,-29.28247,0.847,0.766,89.5,0.847,,,4,|GalacticCenter,0.1642815439790907,-0.9410947262925924,
2CXO J174955.3-291919,J1749-2919,267.480833,-29.322222,1.0,LMXB,XT;LXB|N*|Psr|gam,2003A&A...404..301R;SIMBAD,0.557311,267.480748,-29.3220861,0.771,0.757,146.3,2.143464718627297,,,1,|GalacticCenter,0.1556653627153052,-1.0038549814207005,
2CXO J174959.3-295710,OGLE-BLG-DN-161,267.497125,-29.95308333333333,,CV,CataclyV;*|CV*|X,2020RNAAS...4..219J;SIMBAD,0.869099,267.4973993,-29.9530411,2.232,1.609,117.1,2.232,,,1,|GalacticCenter,359.6214071415163,-1.3400127472347416,
2CXO J175002.7-292628,OGLE-BLG-DN-163,267.51145833333334,-29.44108333333333,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.402572,267.5113941,-29.4411802,1.009,0.973,113.7,1.009,,,1,|GalacticCenter,0.0671308517188033,-1.0878833563115498,
2CXO J175003.9-322550,1E 1746.7-3224,267.51625,-32.43066667,,LMXB,;LMXB;LXB|X|gam,2007A&A...469..807L;INTEGRAL General Reference Catalog;SIMBAD,0.538218,267.5163977,-32.4305842,0.71,0.71,91.6,0.71,,,1,|GalacticCenter,357.50080439079824,-2.6234045072262404,
2CXO J175012.7-370306,1746-3702,267.552917,-37.051944,1.0,LMXB,"GC;G, B, A, D;LMXB;X",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.669766,267.5529221,-37.051758,0.71,0.71,0.0,2.122286502807762,,,1,|NGC_6441,353.5313562260196,-5.00493076234083,
2CXO J175035.9-343635,OGLE-BLG-DN-172,267.6499166666666,-34.609722222222224,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.336204,267.6499015,-34.6098148,0.807,0.74,165.5,0.807,,,1,|NGC_6453|GalacticCenter,355.68072195619885,-3.831442072818773,
2CXO J175046.8-311629,1747-3116,267.695417,-31.274722,1.0,LMXB,"XT;T, G, B, D, E;GlC|LXB|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,0.944924,267.695171,-31.2748791,0.71,0.71,0.0,2.122286502807762,,,1,|Terzan_6|GalacticCenter,358.5725825037313,-2.162956599985128,
2CXO J175107.6-294037,CXOGBS J175107.6-294037,267.78189875,-29.67704,,CV,CataclyV;*|CV*|X,2020RNAAS...4..219J;SIMBAD,0.203387,267.7819535,-29.6770705,0.715,0.713,35.77,0.715,,,1,|GalacticCenter,359.9849688663288,-1.41081384862368,
2CXO J175113.5-201214,IGR J17513-2011,267.8068,-20.204,,AGN,Sy1.9;*|AGN|IR|Sy1|SyG|X|gam,2018ApJS..235....4O;SIMBAD,0.652386,267.8066094,-20.2039707,0.72,0.717,49.79,0.72,,,4,|GalacticCenter,8.14484963664491,3.407483830057803,
2CXO J175118.7-293811,J1751-2938,267.828333,-29.636389,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.718689,267.8282861,-29.6365844,0.727,0.717,54.92,2.1280340692761475,,,1,|GalacticCenter,0.0403579745905022,-1.424748614226484,
2CXO J175119.4-293659,J1751-2936,267.830833,-29.616389,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.19737,267.8311785,-29.6165319,0.717,0.713,58.82,2.12463855749631,,,1,|GalacticCenter,0.0588887837434526,-1.4166712084340545,
2CXO J175122.7-293436,J1751-2934,267.844583,-29.576667,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.961552,267.8448481,-29.5768018,0.715,0.714,93.67,2.1239644535631945,,,1,|GalacticCenter,0.0991310476580585,-1.4066063275360603,
