name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,S/N,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,remove_4,Gal_Long,Gal_Lat
J1227-4853,186.9946833333333,-48.895205833333335,0.015,NS_BIN,"HE[pdb+15,jrr+15]",2005AJ....129.1993M,0.670817,2CXO J122758.7-485343,186.9948164,-48.8953703,0.711,0.7520113031065424,27.614,2,0.514959,XSS J12270-4859,186.9947820131,-48.8952290536,0.0,0.0,90.0,234.0,12 27 58.74768,-48 53 42.8246,A,2020yCat.1350....0G,LMXB,*|CV*|CV?|IR|LXB|Psr|X|gam,,,,,,,0.4635,0.1276,-18.772,7.297,0.106,0.088,90,,,,,,,15.73,15.43,15.31,,,,,,0,298.96551697693695,13.795629347801
J1231-1411,187.7971383333333,-14.195452777777778,0.02,NS_BIN,HE,2005AJ....129.1993M,0.325751,2CXO J123111.3-141143,187.7970961,-14.1955335,0.717,0.7707716912289916,9.991,0,0.29787,PSR J1231-1411,187.7971120833,-14.1954522222,0.003,0.001,0.0,99.0,12 31 11.3069,-14 11 43.628,A,2015ApJ...814..128K,Pulsar,Psr|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295.53106462365366,48.385015658681226
B1259-63,195.6984930708333,-63.83573016388889,0.00018,HMXB,,2005AJ....129.1993M,0.082659,2CXO J130247.6-635008,195.6985128,-63.8357089,0.71,0.7105068613321057,131.146,0,0.105971,CPD-63  2495,195.6985600063,-63.835729714,0.0,0.0,90.0,731.0,13 02 47.65440,-63 50 08.6270,A,2020yCat.1350....0G,HMXB,*|Be*|Em*|HXB|IR|Psr|Rad|UV|V*|X|gam,,,,,O9.5Ve,,0.4434,0.0133,-7.093,-0.342,0.012,0.014,90,,,,10.72,9.98,10.03,8.026,7.699,7.248,,10.66,9.64,9.13,,0,304.18356268460803,-0.9915628582493814
J1311-3430,197.9405175,-34.50843055555556,0.004,NS_BIN,HE,2005AJ....129.1993M,0.197126,2CXO J131145.7-343030,197.9404902,-34.5083806,0.72,0.7310266752998826,6.65,0,0.189682,USNO-B1.0 0554-00289419,197.9405385884,-34.5084150416,0.001,0.001,90.0,3.0,13 11 45.72926,-34 30 30.2941,A,2020yCat.1350....0G,Star,*|X,,,,,,,1.9312,0.9698,-6.133,-5.145,1.604,0.684,90,,,,21.0,,18.8,,,,,,,,,0,307.6809549062159,28.175886708960043
J1326-4728B,201.7065125,-47.49017222222222,0.09,NS_BIN,,2005AJ....129.1993M,0.418106,2CXO J132649.5-472924,201.7065908,-47.4900688,0.966,1.1371701719619627,1.86,4,0.418212,PSR J1326-4728B,201.7065125,-47.4901722222,,,172.0,1.0,13 26 49.563,-47 29 24.62,D,2020ApJ...888L..18D,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,309.10710855869644,14.956922114805197
J1417-4402,214.3775,-44.049277777777775,1.35,NS_BIN,HE,2005AJ....129.1993M,0.601754,2CXO J141730.5-440257,214.377275,-44.0492355,1.152,2.5936661311741727,6.412,2,0.637134,PSR J1417-4402,214.3775166667,-44.0492694444,,,172.0,14.0,14 17 30.604,-44 02 57.37,D,2016ApJ...820....6C,Pulsar,Psr|Ro*,,,,,,,,,,,,,,,,,,15.84,,,,,,,,,,0,318.8612047729761,16.14414400347218
J1514-4946,228.5796420833333,-49.77097666666667,0.005,NS_BIN,HE,2005AJ....129.1993M,0.552673,2CXO J151419.0-494615,228.5794925,-49.771096,1.032,1.0416448531049343,2.632,0,0.544077,PSR J1514-4946,228.5796425,-49.77098,0.003,0.001,0.0,38.0,15 14 19.1142,-49 46 15.528,A,2015ApJ...814..128K,Pulsar,Psr|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,325.2492689971907,6.8073998301455525
B1534+12,234.29150720833331,11.93206496388889,6e-05,NS,,2005AJ....129.1993M,0.258883,2CXO J153709.9+115555,234.2915433,11.9320023,0.732,0.7321639160734432,4.545,0,0.37611,PSR B1534+11,234.29150125,11.9320983333,,,172.0,410.0,15 37 09.9603,+11 55 55.554,D,2002ApJ...581..501S,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.847466725196846,48.341371132875935
J1614-2230,243.65211392083336,-22.50868630555556,0.0014,NS_BIN,HE[aaa+09f],2005AJ....129.1993M,0.208956,2CXO J161436.5-223031,243.652113,-22.5086283,0.716,0.719899993054591,9.043,0,0.14513,PSR J1614-2230,243.6521125,-22.5086686111,0.12,0.024,0.0,346.0,16 14 36.5070,-22 30 31.207,C,2015ApJ...814..128K,Pulsar,Psr|X|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,352.63575792316004,20.19214124631991
B1620-26,245.9092575,-26.5316025,0.003,NS_BIN,,2005AJ....129.1993M,0.353066,2CXO J162338.2-263154,245.9092069,-26.5316895,0.727,0.7352067736358254,6.788,4,0.353066,NAME PSR B1620-26 b,245.9092575,-26.5316025,,,172.0,34.0,16 23 38.2218,-26 31 53.769,D,1999ApJ...523..763T,Planet,Pl|Pl?|Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,350.9761633355048,15.959937325674428
J1628-3205,247.0291666666667,-32.096916666666665,0.0,NS_BIN,HE,2005AJ....129.1993M,0.130738,2CXO J162806.9-320548,247.0291274,-32.0969312,0.714,0.714,11.994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,347.42775820986054,11.482371290695692
B1639+36B,250.41829766666663,36.43291333333333,0.00105,NS_BIN,,2005AJ....129.1993M,0.117582,2CXO J164140.3+362558,250.4183113,36.4328826,0.969,0.9711647645997047,2.0,4,0.461156,NGC  6205   510,250.418375,36.433,0.08,0.07,0.0,1.0,16 41 40.41,+36 25 58.8,C,2003yCat.2246....0C,Star,*|IR,,,,,,,,,,,,,,,,,,,,14.656,14.538,14.461,,,,,,1,58.97146909793073,40.912759515495075
J1641+3627E,250.4250920833333,36.45971322222222,0.0015,NS_BIN,,2005AJ....129.1993M,0.100144,2CXO J164142.0+362735,250.4251201,36.4597295,0.753,0.7569735794596797,2.722,4,0.41151,[SWL2011] X1,250.4250625,36.459625,,,172.0,1.0,16 41 42.015,+36 27 34.65,C,2011ApJ...733..106S,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.00757592277069,40.91027160751719
J1641+3627F,250.4358575,36.47111205555556,0.0045,NS_BIN,,2005AJ....129.1993M,0.385242,2CXO J164144.6+362816,250.4359734,36.4711646,0.793,0.8042692335281763,2.595,4,0.262993,[SWL2011] X11,250.435925,36.4711027778,,,172.0,2.0,16 41 44.622,+36 28 15.97,C,2011ApJ...733..106S,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,59.02388367199696,40.90285274154968
J1653-0158,253.40855754166665,-1.9769147222222223,0.00075,NS_BIN,NRAD,2005AJ....129.1993M,0.214848,2CXO J165338.0-015836,253.4085344,-1.9768597,0.711,0.7131065838989288,16.196,0,0.214867,PSR J1653-0158,253.4085575417,-1.9769147222,,,172.0,52.0,16 53 38.05381,-01 58 36.8930,D,2020ApJ...902L..46N,Pulsar,Psr|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16.61474394541597,24.935499757973417
J1701-3006B,255.3027820833333,-30.113623333333333,0.076,NS_BIN,,2005AJ....129.1993M,0.481006,2CXO J170112.7-300648,255.3029285,-30.1135807,0.754,0.9340856491778471,6.645,4,0.03282,PSR J1701-3006B,255.3029208333,-30.1135744444,,,172.0,28.0,17 01 12.7010,-30 06 48.868,C,2020MNRAS.498..292O,Pulsar,Psr|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,353.57383287750633,7.318525050043629
J1701-3006F,255.3034258333333,-30.114394444444443,0.1,NS_BIN,,2005AJ....129.1993M,1.964136,2CXO J170112.8-300653,255.3036736,-30.1148962,0.724,0.9613407304384851,14.103,4,0.400052,[OHL2020] s19,255.303625,-30.1147933333,,,172.0,1.0,17 01 12.8700,-30 06 53.256,C,2020MNRAS.498..292O,CV*_Candidate,CV?|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,353.57317155524373,7.317215199109116
J1701-3006C,255.303608,-30.116504166666665,0.021,NS_BIN,,2005AJ....129.1993M,0.884988,2CXO J170112.9-300659,255.3038845,-30.1164475,0.865,0.9122636680258619,4.378,4,0.203134,PSR J1701-30C,255.3038333333,-30.1164125,,,172.0,12.0,17 01 12.9200,-30 06 59.085,C,2020MNRAS.498..292O,Pulsar,Psr|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,353.57203880568954,7.316130071401942
J1701-3006D,255.30651291666663,-30.111821944444443,0.079,NS_BIN,,2005AJ....129.1993M,2.657839,2CXO J170113.3-300643,255.3056802,-30.1119839,0.896,1.057740989089484,3.487,4,0.167589,[OHL2020] s26,255.3056875,-30.1119377778,,,172.0,1.0,17 01 13.3650,-30 06 42.976,C,2020MNRAS.498..292O,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,353.57656775858464,7.317599026884298
J1701-3006E,255.3053058333333,-30.113025,0.11,NS_BIN,,2005AJ....129.1993M,1.639705,2CXO J170113.3-300645,255.3057378,-30.1127645,0.716,0.976040982746114,14.09,4,0.119016,[OHL2020] s24,255.3057333333,-30.1127316667,,,172.0,1.0,17 01 13.3760,-30 06 45.834,C,2020MNRAS.498..292O,CV*_Candidate,CV?|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,353.5759721143817,7.317086403838085
J1717+4308A,259.2807916666667,43.13594444444445,0.0,NS_BIN,,2005AJ....129.1993M,2.447754,2CXO J171707.3+430807,259.280429,43.1353181,0.716,0.716,11.062,4,0.075891,[LKV2011] 2b,259.280425,43.1352972222,,,172.0,1.0,17 17 07.302,+43 08 07.07,C,2011ApJ...736..158L,Unknown_Candidate,,,,,,,,,,,,,,,,,,18.396,,17.7,,,,,,,,,1,68.33760494014969,34.85910158088308
J1723-2837,260.8466066666666,-28.63254722222222,0.11,NS_BIN,,2005AJ....129.1993M,0.348727,2CXO J172323.1-283757,260.8466435,-28.6326385,0.71,0.9716480844420988,60.351,4,0.288335,PSR J1723-2837,260.8466406279,-28.6325584467,0.0,0.0,90.0,67.0,17 23 23.19375,-28 37 57.2104,A,2020yCat.1350....0G,Pulsar,*|IR|Psr|X|gam,,,,,,,1.0663,0.0439,-11.734,-24.05,0.044,0.034,90,,,,16.81,15.77,15.71,13.65,13.214,13.068,,16.3,15.31,,,1,357.6162425889944,4.260026012024515
J1731-1847,262.8233742625,-18.792407222222224,0.003,NS_BIN,,2005AJ....129.1993M,0.309501,2CXO J173117.5-184732,262.8232869,-18.7924306,0.809,0.8163828758615654,2.286,0,0.26069,PSR J1731-18,262.8233633333,-18.7924277778,,,172.0,27.0,17 31 17.6072,-18 47 32.740,C,2011MNRAS.416.2455B,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.889646059128107,8.150645896267326
J1740-5340A,265.1857875,-53.67802777777778,0.1,NS_BIN,,2005AJ....129.1993M,0.946251,2CXO J174044.6-534041,265.1860005,-53.6782584,0.71,0.9508417323613851,24.112,4,0.263589,NAME MSP 6397-A,265.1858958333,-53.6782194444,,,172.0,22.0,17 40 44.615,-53 40 41.59,D,2004A&A...425.1143B,BYDra,*|BY*,,,,,,,,,,,,,,,,,17.36,16.65,,,,,,,,,,1,338.16474462511354,-11.966935548077155
J1748-2446J,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446O,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446P,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ag,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446N,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446aa,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446I,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446Q,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446X,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446ad,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ag,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446ae,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446U,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446ai,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446Z,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446Y,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446M,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446W,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ag,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446V,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446af,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2446E,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,29.078,6,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.8392977811194404,1.6868701547268838
J1748-2021B,267.2206370833334,-20.360794444444444,0.19,NS_BIN,,2005AJ....129.1993M,0.586253,2CXO J174852.9-202138,267.2205235,-20.3606712,0.712,1.1255860695655397,12.834,4,0.586354,PSR J1748-2021B,267.2206370833,-20.3607944444,,,172.0,28.0,17 48 52.95290,-20 21 38.8600,D,2008ApJ...675..670F,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.728697242138821,3.800265552768938
J1801-0857B,270.46069083333333,-8.959113888888888,0.03,NS_BIN,,2005AJ....129.1993M,1.850306,2CXO J180150.6-085733,270.4611423,-8.9593693,0.799,0.8708622164269156,4.595,6,1.42552,PSR J1801-0857C,270.4614195833,-8.9590833333,,,172.0,4.0,18 01 50.7407,-08 57 32.700,D,2011ApJ...734...89L,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19.22485345900835,6.761862211948855
J1807-2459A,271.83481501666665,-24.998028194444444,0.0065,NS_BIN,,2005AJ....129.1993M,2.744139,2CXO J180720.2-245951,271.8341738,-24.997535,0.772,0.788659622397394,2.667,4,2.608327,NAME PSR J1807-2459A b,271.8348333333,-24.9979444444,,,172.0,1.0,18 07 20.36,-24 59 52.6,D,2001ApJ...546L..25R,Planet?_Candidate,Pl?,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.837278360718135,-2.2023855524661475
J1810+1744,272.6553333333334,17.743716666666668,0.15,NS_BIN,HE,2005AJ....129.1993M,0.452087,2CXO J181037.3+174437,272.6554652,17.7437146,0.748,1.0768026745880603,6.267,0,0.467856,PSR J1810+17,272.6553296381,17.7437294123,0.0,0.0,90.0,87.0,18 10 37.27911,+17 44 37.4259,A,2020yCat.1350....0G,Pulsar,*|Psr|gam,,,,,,,0.6476,0.5358,7.538,-4.189,0.454,0.514,90,,,,,,,,,,,,,,,0,44.64231040858975,16.80587560549201
J1816+4510,274.1497265,45.17607272222222,0.00105,NS_BIN,HE[ksr+12],2005AJ....129.1993M,0.311809,2CXO J181635.9+451033,274.1496128,45.1761055,0.81,0.8125884567233281,3.474,0,0.282106,PSR J1816+4510,274.1497141667,45.1760733333,,,172.0,78.0,18 16 35.9314,+45 10 33.864,D,2012ApJ...753..174K,Pulsar,Psr|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,72.82982519743028,24.735092557228587
J1824-2452I,276.13554166666665,-24.869055555555555,0.6,NS_BIN,HE,2005AJ....129.1993M,0.656291,2CXO J182432.4-245208,276.135398,-24.8689281,0.71,1.704142012861604,92.004,6,0.346565,IGR J18245-2452,276.1354166667,-24.8688333333,,,172.0,203.0,18 24 32.50,-24 52 07.8,C,2013ApJ...773..122P,LMXB,LXB|Psr|Rad|X|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798325286791759,-5.578937662845072
J1824-2452L,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452C,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452K,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452H,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452G,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452D,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1824-2452J,276.13670833333333,-24.869777777777777,0.0,NS_BIN,,2005AJ....129.1993M,2.663143,2CXO J182432.8-245208,276.1367179,-24.8690381,0.71,0.71,87.225,6,0.301411,[BSP2003] 26,276.1367541667,-24.8689611111,,,172.0,11.0,18 24 32.821,-24 52 08.26,D,2003ApJ...594..798B,LMXB,LXB|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.798780246841837,-5.580051706639321
J1836-2354A,279.10602166666666,-23.91455277777778,0.03,NS_BIN,,2005AJ....129.1993M,0.903458,2CXO J183625.4-235451,279.1060666,-23.9143052,1.107,1.1599349119670466,2.103,4,0.250495,[WS2013] 3,279.106,-23.9143388889,,,172.0,1.0,18 36 25.440,-23 54 51.62,C,2013A&A...551A..60W,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.886215665994136,-7.561062403792957
J1909-3744,287.4476399216667,-37.73736546111111,2e-05,NS_BIN,,2005AJ....129.1993M,0.284353,2CXO J190947.4-374414,287.4477156,-37.7373139,0.718,0.7180557081452663,7.249,0,0.524502,PSR J1909-3744,287.4476175,-37.7374372222,0.001,0.006,0.0,241.0,19 09 47.42820,-37 44 14.7740,A,2019MNRAS.484.3691J,Pulsar,Psr|gam,,,,,,,1.01,0.07,-9.49,-35.89,0.011,0.04,0,,,,,,,,,,,,,,,0,359.73085610009014,-19.5958485340278
J1910-5959A,287.92814841666666,-59.974139694444446,0.00045,NS_BIN,,2005AJ....129.1993M,0.756949,2CXO J191142.6-595826,287.9277661,-59.9740524,2.981,2.98130189682293,2.053,4,0.75979,PSR J1910-5959A,287.9281508333,-59.9741388889,,,172.0,82.0,19 11 42.7562,-59 58 26.900,D,2002ApJ...570L..89D,Pulsar,Psr|WD*,,,,,DA5,,,,,,,,,,,,22.13,22.03,,,,,,,,,,1,336.52532960336214,-25.730151806483615
B1957+20,299.90320783333334,20.80420061111111,0.00075,NS_BIN,HE[aaa+10g],2005AJ....129.1993M,0.402509,2CXO J195936.7+204814,299.9031179,20.8041269,0.71,0.7121095421351971,34.308,0,0.228065,NAME PSR B1957+20 b,299.9031846423,20.8041378911,0.001,0.001,90.0,4.0,19 59 36.76431,+20 48 14.8964,A,2020yCat.1350....0G,Star,*|Pl?,,,,,G:,,1.1878,1.3556,-19.267,-26.56,1.235,1.244,90,,,,21.08,20.16,19.53,,,17.8,,,,,,0,59.19684766406423,-4.697442397634752
J2017+0603,304.34460509583334,6.051545536111111,0.00014,NS_BIN,HE,2005AJ....129.1993M,0.34139,2CXO J201722.6+060305,304.3445313,6.0514854,0.772,0.7723626091415872,3.818,0,0.35062,PSR J2017+0603,304.3446033333,6.0515513889,0.008,0.004,0.0,86.0,20 17 22.7048,+06 03 05.585,A,2015ApJ...814..128K,Pulsar,AGN|Psr|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48.620663232915355,-16.026296359457724
